Common Name,Len,Faculty,Len2,Number,Len3,Course Title,Len4,Schedule,Len5,Lecture Hours,Len6,Lab Hours,Len7,Weight,Len8,Description,Len9,Prerequisites,Len10,Corequisites,Len11,Restrictions,Len12,Equates,Len13,Departments,Len14,Offerings,Len15,External Course Codes,Len16,Total
FRHD*4330,9,FRHD,4,4330,4,Practicum II: Child,19,"F,W",3,3,1,16,2,1,1,"This course enables students to extend their knowledge and professional skills in a second supervised placement working with children in a health, education or social service agency. The practicum and seminar provides students with additional opportunities to integrate theoretical knowledge with practice experiences. Students are expected to assume additional responsibilities related to program design and implementation and in their supervised work with individuals and/or groups. ",485,FRHD*3200 or FRHD*3250,22,,0,"FRHD*4170, FRHD*4290, FRHD*4340, Restricted to students in CYF, CYF:C or CSTU major. Instructor consent required.",113,,0,Department of Family Relations and Applied,42,,0,,0,705
FRHD*4340,9,FRHD,4,4340,4,Practicum II: Youth,19,"F,W",3,3,1,16,2,1,1,This course enables students to extend their knowledge and professional skills in a second supervised placement working with youth in a health or social service agency. The practicum and seminar provides students with additional opportunities to integrate theoretical knowledge with practice experiences. Students are expected to assume additional responsibilities related to program design and implementation and in their supervised work with individuals and/or groups. ,471,FRHD*3200 or FRHD*3250,22,,0,"FRHD*4170, FRHD*4290, FRHD*4330, Restricted to students in CYF, CYF:C, or FSHD major. Instructor consent required.",114,,0,Department of Family Relations and Applied,42,,0,,0,692
FRHD*4350,9,FRHD,4,4350,4,Practicum III: Child,20,"F,W",3,3,1,16,2,1,1,"This course provides advanced undergraduate students with further direct experience working primarily with children aged 0-12 years within the context of a community or school setting. Students will continue to develop applied skills in leadership, communication, teamwork, and reflective practice; implement and evaluate effective programs/programming; assess personal interests and strengths in working with children; develop an appreciation of the role of the family in these settings; and examine the role of continuous professional learning for early childhood professionals. ",581,FRHD*4330,9,,0,"Restricted to students in CYF, CYF:C or CSTU major. Instructor consent required.",80,,0,Department of Family Relations and Applied,42,,0,,0,756
FRHD*4400,9,FRHD,4,4400,4,"Youth, Risk and Resilience",26,W,1,3,1,0,1,0.5,3,"This course examines biological, and social-contextual aspects of developmental issues evident in childhood and adolescence. The theoretical perspective of developmental psychopathology will be used to examine literatures relating to risk, resilience, developmental trajectories, classification, assessment, and intervention. Students will have a chance to critically examine many mental health issues commonly found in childhood and adolescence. ",447,"14.00 credits including (1 of FRHD*1010, FRHD*2060, FRHD*2270, FRHD*2280, PSYC*2450)",84,,0,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations or semester levels during certain periods. Please see,157,,0,Department of Family Relations and Applied,42,,0,,0,779
FRHD*4810,9,FRHD,4,4810,4,Thesis I,8,U,1,3,1,0,1,0.5,3,"Planning, developing and writing a research proposal under individual faculty supervision. Topic to be decided by the student in consultation with the supervisory faculty member before they may course select or register for the course. Students are advised to contact the Department of Family Relations and Applied Nutrition for further information. ",350,FRHD*3070,9,,0,Instructor consent required.,28,CSTU*4810,9,Department of Family Relations and Applied,42,,0,,0,469
FRHD*4910,9,FRHD,4,4910,4,Thesis II,9,U,1,6,1,0,1,1,1,The student will conduct and write an undergraduate thesis under the direction of a faculty member.,99,FRHD*4810,9,,0,Instructor consent required.,28,FRHD*4911/2,11,Department of Family Relations and Applied,42,,0,,0,219
FARE*1040,9,FARE,4,1040,4,"Intro to Environmental Economics, Law & Policy",46,W,1,5,1,0,1,1,1,"This course introduces students to a social science and policy perspective on environmental issues. The course emphasizes interactions among market exchange relationships, policy actions and legal rules and institutions. The role of scientific evidence in the resolution of environmental disputes is considered. Students participate in exercises representing different roles in environmental litigation. ",404,,0,,0,"ECON*1050 Registration in BBRM.EM, BSES, BSES:C.",48,,0,"Department of Food, Agricultural and Resource",45,,0,,0,564
FARE*1300,9,FARE,4,1300,4,"Poverty, Food & Hunger",22,W,1,3,1,0,1,0.5,3,"This course examines the nature of poverty, food security and hunger at both the local and global levels. In so doing, it explores the nature of international development more broadly and its relevance to students studying a wide range of disciplines. It aims to provide students with the basic concepts and analytical tools required to reflect critically on international development issues in the world today and the how global poverty, food insecurity and hunger might be alleviated. ",487,,0,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,577
FARE*1400,9,FARE,4,1400,4,Economics of the Agri-Food System,33,W,1,4,1,0,1,1,1,"This course introduces students to the major aspects of economics, business and resource use in the Canadian agrifood sector. Students will be exposed to the techniques used by agrifood firms to plan, invest and measure performance. Decision making under both certainty and uncertainty will be considered. Students will be shown how the market equilibrium model can be used to conduct welfare analysis and modified to account for imperfect competition and externalities. ",471,,0,,0,This is a Priority Access Course. Restrictions may apply during some time periods. Please contact the department for more information.,134,,0,"Department of Food, Agricultural and Resource",45,,0,,0,704
FARE*2410,9,FARE,4,2410,4,Agri-food Markets and Policy,28,W,1,3,1,0,1,0.5,3,"Students will be provided with an introduction to agri-food markets, policies and institutions. Focus will be placed on: the role and function of futures markets; domestic agri-food policies; and agri-food trade policies, instruments and institutions. Economic analysis of contemporary issues in agri-food markets will be emphasized. ",334,FARE*1040 or FARE*1400,22,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,452
FARE*2700,9,FARE,4,2700,4,Survey of Natural Resource Economics,36,F,1,3,1,0,1,0.5,3,"This course examines how humans, within a society, allocate natural resources - e.g., water, land, forests, and fisheries. Economic concepts and methods provide the basis for discussing and understanding both the use and misuse of natural resources. ",250,"1 of ECON*1050, FARE*1040, FARE*1400",36,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,390
FARE*3000,9,FARE,4,3000,4,International Food Sector and Policy Analysis,45,F,1,3,1,0,1,0.5,3,"This course explores the structure and functioning of the agri-food sector and the determinants and outcomes of food markets in different parts of the world and in countries at varying levels of economic development. In so doing, the course explores how individual countries are positioned and linked within the global agri-food system. Using an applied industrial organization perspective, the course examines the behaviour of actors within the agri-food sector and the influence of policies at the national, regional and international levels on sector performance, for example in terms of the quality and safety, availability and price of food. ",647,"9.50 credits including (1 of ECON*1050, FARE*1040, FARE*1400), (1 of ECON*2740, STAT*2040, STAT*2060)",101,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,861
FARE*3030,9,FARE,4,3030,4,The Firm and Markets,20,F,1,3,1,1,1,0.5,3,"A course in microeconomic theory applied to agricultural economics research. The theory of the firm is used to analyze production and resource use in agriculture. Resource allocation issues, risk responsive decision-making, and firm strategy on vertical and horizontal integration are studied. Consumer theory is used to analyze food purchase decision. How theoretical relationships are quantified and used in the analysis of public policy issues is emphasized. ",462,"ECON*2310, ECON*2770, ECON*3740",31,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,581
FARE*3170,9,FARE,4,3170,4,Cost-Benefit Analysis,21,W,1,3,1,0,1,0.5,3,"The primary objective of this course is to introduce students to the basic principles of Cost-Benefit Analysis so that they can evaluate the worthiness of a public project or policy. Special emphasis is given to the trade-offs associated with agricultural, environmental and natural resource policies. ",302,"1 of ECON*2100, ECON*2310, ECON*2650, FARE*2700",47,,0,This is a Priority Access Course. Restrictions may apply during some time periods. Please contact the department for more information.,134,,0,"Department of Food, Agricultural and Resource",45,,0,,0,572
FARE*3250,9,FARE,4,3250,4,Food and International Development,34,F,1,3,1,0,1,0.5,3,"This course provides students with an economic perspective on issues in international development related to food, agriculture, and household behaviors. Different economic theories and approaches are used to understand various economic phenomena in the development context. Students are encouraged to consider critically an economic approach to the analysis of development issues related to food and agriculture, alongside the perspectives of other social science disciplines. Throughout the course, food and agriculture as development issues are considered primarily on a micro level, with a special focus on household behavior and decision-making. ",650,"(FARE*1040 or ECON*1050), (FARE*1300 or ECON*1100)",50,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,802
FARE*3310,9,FARE,4,3310,4,Operations Management,21,"F,W",3,3,1,0,1,0.5,3,"The decision-making role of the operations manager in transforming inputs into desired outputs is the primary focus of this course. The major issues and problems of designing, scheduling, operating, and controlling the production system will be examined. ",255,"(ACCT*1220 or ACCT*2220), (1 of ECON*2740, PSYC*1010, STAT*2040, STAT*2060, STAT*2080, STAT*2120)",97,,0,HTM*3120. This is a Priority Access Course. Restrictions may apply during some time periods. Please contact the department for more information.,144,,0,"Department of Food, Agricultural and Resource",45,,0,,0,587
FARE*3320,9,FARE,4,3320,4,Supply and Value Chain Management,33,F,1,3,1,0,1,0.5,3,This course focuses on the coordination of decision-making along food industry supply chains and networks to achieve strategic and operational goals. This course uses a case-based approach to instruct students in the principles of supply chain management and key concepts for the analysis of supply chain management issues. ,324,FARE*3310,9,,0,This is a Priority Access Course. Restrictions may apply during some time periods. Please contact the department for more information.,134,,0,"Department of Food, Agricultural and Resource",45,,0,,0,568
FARE*4000,9,FARE,4,4000,4,Agricultural and Food Policy,28,W,1,3,1,0,1,0.5,3,"A critical analysis of agricultural income, marketing, adjustment and trade problems and policies in the developed countries, with particular emphasis on Canadian agricultural policies. ",186,15.00 credits including ECON*2310,33,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,315
FARE*4210,9,FARE,4,4210,4,"World Agriculture, Food Security and Economic Development",57,F,1,3,1,0,1,0.5,3,"This course examines the role of agriculture in determining food security within developing countries and in promoting overall processes of economic development. The course uses economic concepts to understand the inter-relationships between agriculture system and access to food, including the supply of food and the livelihoods of those engaged in the agri-food system. Analyses of economic policies and programs in developing countries and their effect on poverty, food security and economic development are conducted. ",522,"10.00 credits including (FARE*1040 or ECON*1050), ECON*1100",59,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,706
FARE*4220,9,FARE,4,4220,4,Advanced Agribusiness Management,32,W,1,3,1,0,1,0.5,3,"This course is oriented toward practical application of theory and analytical principles to the identification, analysis and solution of an agribusiness organization/management problems. Students work on a major agribusiness project as management consultants with an owner/operator. The course builds upon students' prior training in accounting, finance, mathematical analysis, computer applications, economics, agriculture and management. ",440,"1 of FARE*2410, BUS*3320, ECON*2770, MGMT*3320",46,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,586
FARE*4240,9,FARE,4,4240,4,Futures and Options Markets,27,W,1,3,1,0,1,0.5,3,"This course is an introduction to the study of the theory and application of futures, options and other derivative instruments for marketing, hedging, investment and speculative purposes. Emphasis is placed on applications of agricultural and financial instruments to real business situations. ",294,"10.00 credits including [1 of (ECON*2560 or FIN*2000), ECON*3560, FARE*2410, MGMT*3320]",87,,0,This is a Priority Access Course. Restrictions may apply during some time periods. Please contact the department for more information.,134,,0,"Department of Food, Agricultural and Resource",45,,0,,0,610
FARE*4290,9,FARE,4,4290,4,Land Economics,14,F,1,3,1,0,1,0.5,3,"The economics of property rights is applied to issues in the allocation of land among agricultural, urban and other uses: contemporary trends, problems and policies in land planning, including expropriation and regulatory takings, soil erosion policy, farmland protection policy, endangered species policy and landfills and recycling. ",335,"(FARE*2700, or ECON*2310) 0.50 credits at the 3000 or 4000 level in FARE or ECON",80,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,497
FARE*4310,9,FARE,4,4310,4,Resource Economics,18,W,1,3,1,0,1,0.5,3,"This course explores the role of property rights and related institutions in natural resource stewardship. Potential applications of this perspective to natural resource policy, both in Canada and internationally, are considered. Classes use a discussion based approach. The learning objective for the course is the development of critical thinking skills. The readings emphasize original soures. Students are expected to conduct original research on some aspect of the role of property rights and related institutions in the resolution of a current natural resource stewardship problem. ",588,"(1 of FARE*2700, ECON*2310, ECON*2100), 0.50 credits at the 3000 or 4000 level in FARE or ECON",94,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,768
FARE*4330,9,FARE,4,4330,4,Advanced Operations Management,30,W,1,4,1,0,1,0.5,3,"This course focuses on the decision-making role of the operations manager. It provides students with the opportunity to explore and apply their knowledge in a case-based and project-based course addressing operations issues and topics in the food industry. The course focuses on the fundamental concepts, issues, and techniques for efficient and effective operations. Topics include location strategy, process strategy, forecasting, inventory management, scheduling, project management, queuing management, supply chain management, lean operations and maintenance. ",565,FARE*3320,9,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,672
FARE*4360,9,FARE,4,4360,4,Marketing Research,18,W,1,3,1,0,1,0.5,3,A study of the marketing research function in business with emphasis on its role in providing information to assist managers in making marketing decisions. ,156,"1 of ECON*2740, PSYC*1010, STAT*2040, STAT*2050, STAT*2060, STAT*2080",69,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,311
FARE*4370,9,FARE,4,4370,4,Food & Agri Marketing Management,32,F,1,3,1,0,1,0.5,3,"The course focuses on the decision making role of the marketing manager who is responsible for formulating the strategic marketing plan for food and agricultural businesses. The theory of selecting market target(s) for the firm's product and/or services and the development of the marketing mix (product, price, promotion, distribution) with the aid of market research is covered. Note: Students with credit for this course may not proceed to MCS*1000. ",453,10.00 credits including (ACCT*2230 or MCS*2600),47,,0,This is a Priority Access Course. Restrictions may apply during some time periods. Please contact the department for more information.,134,MCS*4370,8,"Department of Food, Agricultural and Resource",45,,0,,0,742
FARE*4380,9,FARE,4,4380,4,"Retailing, Merchandising and Sales",34,W,1,3,1,0,1,0.5,3,"This course explores the merchandising and sales function, strategies and practices used by the retail food sector. The course includes development and application of concepts tied to effective sales management, as well as strategies and approaches to undertaking retail merchandising. Where relevant, focus is placed on business-to-business or business-to-consumer approaches. Students will learn to plan, execute, and evaluate sales and retail merchandising programs in a variety of alternative distribution channels. ",520,"FARE*3320, FARE*4370",20,,0,MCS*4060,8,,0,"Department of Food, Agricultural and Resource",45,,0,,0,650
FARE*4500,9,FARE,4,4500,4,Decision Science,16,F,1,3,1,0,1,0.5,3,"Quantitative techniques such as classical optimization, mathematical programming, simulation and input-out put models are applied to firm, interregional, industry, and international problem situations in agricultural economics, including those dealing with resources and the environment. Time and risk and uncertainty dimensions are addressed. ",344,ECON*2770,9,,0,,0,,0,"Department of Food, Agricultural and Resource",45,,0,,0,437
FARE*4550,9,FARE,4,4550,4,Independent Studies I,21,"S,F,W",5,3,1,0,1,0.5,3,"A project based independent study course for majors in Agricultural Economics (of the Bachelor of Arts or Bachelor of Science in Agriculture degree programs), Agribusiness (of the Bachelor of Commerce degree program), and Environmental Economics and Policy (of the Bachelor of Science in Environmental Sciences degree program). ",328,10.00 credits including (FARE*2410 or FARE*2700),48,,0,"Instructor consent required. Permission of the instructor and Chair of the Department of Food, Agricultural and Resource Economics is required.",143,,0,"Department of Food, Agricultural and Resource",45,,0,,0,612
FARE*4560,9,FARE,4,4560,4,Independent Studies II,22,"S,F,W",5,3,1,0,1,0.5,3,"An opportunity to conduct a second independent study project for majors in Agricultural Economics (of the Bachelor of Arts or Bachelor of Science in Agriculture degree programs), Agribusiness (of the Bachelor of Commerce degree program), and Environmental Economics and Policy (of the Bachelor of Science in Environmental Sciences degree program). ",348,10.00 credits including (FARE*2410 or FARE*2700),48,,0,"Instructor consent required. Permission of the instructor and Chair of the Department of Food, Agricultural and Resource Economics is required.",143,,0,"Department of Food, Agricultural and Resource",45,,0,,0,633
FOOD*2010,9,FOOD,4,2010,4,Principles of Food Science,26,"S,W",3,3,1,0,1,0.5,3,"The principles involved in the processing, handling and storage of foods are introduced in this course. The relationship of science and technology to food processing is discussed. ",180,,0,,0,"FOOD*2150, FOOD*3090, NUTR*2150",31,,0,Department of Food Science,26,Offered through Distance Education format only.,47,,0,335
FOOD*2100,9,FOOD,4,2100,4,Communication in Food Science,29,W,1,3,1,0,1,0.5,3,Students will acquire basic skills in technical and business communication and be prepared to complete a variety of communication assignments in subsequent semesters. Students will learn and apply the principles of effective written and oral communication. ,257,,0,,0,"Restricted to students in BSC.FOOD, BSC.FOOD:C, BBRM.FIM, BBRM.FIM:C majors",75,,0,Department of Food Science,26,,0,,0,410
FOOD*2150,9,FOOD,4,2150,4,Introduction to Nutritional and Food Science,44,F,1,3,1,0,1,0.5,3,"This interdisciplinary course provides an introduction to the Food and Nutritional Sciences from both historical and modern perspectives. Major themes are the nutritional and functional properties of food, nutrient assimilation, food preservation and safety, and the interactions between food processing, diets and health. (Also listed as NUTR*2150.) ",351,"BIOL*1080, CHEM*1040",20,,0,"FOOD*2010, FOOD*3090 Not available to students registered in BASC.AHN major.",76,NUTR*2150,9,Department of Food Science,26,,0,,0,549
FOOD*2400,9,FOOD,4,2400,4,Introduction to Food Chemistry,30,S,1,3,1,0,1,0.5,3,"The chemistry and biochemistry of the major components of foods (lipids, proteins, carbohydrates and water/ice) are introduced in this course. In addition, an overview of some of the reactions and changes in food components which occur during processing, handling and storage will be presented. This course may not be taken for credit by students in the Food Science Major. ",374,CHEM*1040,9,,0,"FOOD*3030, FOOD*3050",20,,0,Department of Food Science,26,Offered through Distance Education format only.,47,,0,529
FOOD*2410,9,FOOD,4,2410,4,Introduction to Food Processing,31,W,1,3,1,0,1,0.5,3,"Food processes and the relationships between chemistry, microbiology, and engineering as they apply to food processing are discussed. The following topics are included: high and low temperature processes; moisture control and intermediate moisture foods; concentration and dehydration processes; and novel food processing techniques. ",334,"CHEM*1040, (1 of BIOL*1070, BIOL*1080, MICR*2420)",49,,0,"FOOD*3140, FOOD*3160. FOOD*3170 Not available to students registered in BBRM.FIM, BBRM.FIM:C, BSC.FOOD or BSC.FOOD:C majors.",124,,0,Department of Food Science,26,Offered through Distance Education format only.,47,,0,634
FOOD*2420,9,FOOD,4,2420,4,Introduction to Food Microbiology,33,F,1,3,1,0,1,0.5,3,"An introduction to the major groups of microorganisms important in foods is presented in this course, including microbial spoilage of food, food-borne illness, and food fermentations. Sources of contamination during production, processing and storage of foods and evaluation of food processing conditions used to control the presence and/or growth of microorganisms in foods are discussed. ",390,BIOL*1070 or MICR*2420,22,,0,"FOOD*3230. FOOD*3240. Not available to students registered in BBRM.FIM, BBRM.FIM:C, BSC.FOOD or BSC.FOOD:C majors.",114,,0,Department of Food Science,26,Offered through Distance Education format only.,47,,0,655
FOOD*2620,9,FOOD,4,2620,4,Food Engineering Principles,27,W,1,3,1,2,1,0.5,3,"Introduction to engineering principles and operations in food processing including heat transfer, fluid flow, material and energy balances, instrumentation and process control concepts. ",186,"(BIOC*2580 or CHEM*2880), (1 of MATH*1030, MATH*1080, MATH*1200)",64,,0,,0,,0,Department of Food Science,26,,0,,0,326
FOOD*3030,9,FOOD,4,3030,4,Food Chemistry I,16,F,1,3,1,3,1,0.5,3,"This course covers the fundamental principles of the chemistry of foods. The course will discuss selected topics related to the chemistry (physical, organic and analytical) and physics of the major components in food materials such as lipids, proteins, carbohydrates and water. ",278,BIOC*2580,9,,0,"Registration is limited to students registered in the BSCH.FOOD, FOOD:C or BASC.AHN majors.",91,,0,Department of Food Science,26,,0,,0,443
FOOD*3040,9,FOOD,4,3040,4,Food Chemistry II,17,W,1,3,1,3,1,0.5,3,"This course covers the fundamental principles of the chemistry of foods, as a continuation of FOOD*3030. This course will discuss topics related to the chemistry (physical, organic and analytical) and physics of emulsions and emulsifiers, pigments, flavours and flavour perception, enzymes and processing additives. ",316,FOOD*3030,9,,0,Registration is limited to students registered in the BSCH.FOOD or FOOD:C majors.,81,,0,Department of Food Science,26,,0,,0,472
FOOD*3050,9,FOOD,4,3050,4,Food Chemistry I,16,F,1,3,1,0,1,0.5,3,"This course covers the fundamental principles of the chemistry of foods. The course will discuss selected topics elated to the chemistry (physical, organic and analytical) and physics of the major components in food materials such as lipids, proteins, carbohydrates and water. This course is the same as FOOD*3030, without the laboratory component. ",349,BIOC*2580,9,,0,"FOOD*2400, FOOD*3030. Not available to students registered in BSCH.FOOD or FOOD:C majors.",89,,0,Department of Food Science,26,,0,,0,512
FOOD*3060,9,FOOD,4,3060,4,Food Chemistry II,17,W,1,3,1,0,1,0.5,3,"This course covers the fundamental principles of the chemistry of foods, as a continuation of FOOD*3030. This course will discuss topics related to the chemistry (physical, organic and analytical) and physics of emulsions and emulsifiers, pigments, flavors and flavor perception, enzymes and processing additives. This course is the same as FOOD*3040, without the laboratory component. ",386,FOOD*3030 or FOOD*3050,22,,0,FOOD*3040. Not available to students registered in BSC.FOOD or BSC.FOOD:C majors.,81,,0,Department of Food Science,26,,0,,0,555
FOOD*3090,9,FOOD,4,3090,4,Food Science and Human Nutrition,32,F,1,3,1,2,1,0.5,3,This course will introduce students to the chemistry and microbiology of food and post-production food handling and processing. It will also introduce students to the role of food components in human nutrition and the interactions between diets and health. Food product development will integrate these two disciplines. Lectures will be taken simultaneously with students in FOOD*2150/NUTR*2150. Lectures will be supplemented with a series of laboratory assignments. ,467,"AGR*1110, CHEM*1040 (1 of BIOL*1050, BIOL*1070, BIOL*1080)",58,,0,"FOOD*2010, FOOD*2150, NUTR*2150. Restricted to students in BSC(Agr) as well as students in the Minor in Agriculture.",116,,0,Department of Food Science,26,,0,,0,722
FOOD*3140,9,FOOD,4,3140,4,Food Processing I,17,F,1,3,1,0,1,0.5,3,"This course builds on basic engineering principles to understand the operation of modern food processing plant facilities. The standard equipment used and the underlying principles that control their operation are examined for various high temperature (blanching, pasteurization, sterilization, evaporation, drying, extrusion) and ambient temperature (size reduction, homogenization, emulsification, centrifugation, filtration, extraction, irradiation) unit operations. ",470,"ENGG*2660 or (FOOD*2620, MICR*2420)",35,,0,FOOD*3160. Not available to students registered in BSC.FOOD or BSC.FOOD:C,73,,0,Department of Food Science,26,,0,,0,644
FOOD*3160,9,FOOD,4,3160,4,Food Processing I,17,F,1,3,1,3,1,0.75,4,"This course builds on basic engineering principles to understand the operation of modern food processing plant facilities. The standard equipment used and the underlying principles that control their operation are examined for various high temperature (blanching, pasteurization, sterilization, evaporation, drying, extrusion) and ambient temperature (size reduction, homogenization, emulsification, centrifugation, filtration, extraction, irradiation) unit operations. ",470,"ENGG*2660 or (FOOD*2620, MICR*2420)",35,,0,FOOD*2620. Not available to students registered in BBRM.FIM or BBRM.FIM:C.,74,,0,Department of Food Science,26,,0,,0,646
FOOD*3170,9,FOOD,4,3170,4,Food Processing II,18,W,1,3,1,3,1,0.5,3,"This course looks at various low temperature food processing unit operations (e.g., refrigerated storage, freezers, freeze driers), the design and operation of ancillary food plant equipment (e.g., refrigeration, boiler, pumping, control, sanitation, water, and wastewater treatment systems) and integration of the various unit operations into a functioning food process. ",372,FOOD*3140 or FOOD*3160,22,,0,,0,,0,Department of Food Science,26,,0,,0,461
FOOD*3230,9,FOOD,4,3230,4,Food Microbiology,17,F,1,3,1,3,1,0.75,4,"Important groups of microorganisms associated with food spoilage, food fermentations, food infections and intoxications are discussed in this course. Intrinsic and extrinsic factors and their relationship to microbial growth, control of microorganisms by food processing and application of Hazard Analysis Critical Control Points (HACCP) programs are also discussed. Laboratory classes will provide experience in microbiological techniques, sampling and basic genetic engineering. ",481,MICR*2420,9,,0,"FOOD*2420, FOOD*3240 Restricted to students in BSCH.FOOD, FOOD:C, MICR, MICR:C and BASC.AHN majors.",99,,0,Department of Food Science,26,,0,,0,656
FOOD*3240,9,FOOD,4,3240,4,Food Microbiology,17,F,1,3,1,0,1,0.5,3,"Important groups of microorganisms associated with food spoilage, food fermentations, food infections and intoxications are discussed in this course. Intrinsic and extrinsic factors and their relationship to microbial growth, control of microorganisms by food processing and application of Hazard Analysis Critical Control Points (HACCP) programs are also discussed. This course is the same as FOOD*3230, without the laboratory component. ",439,MICR*2420,9,,0,"FOOD*2420, FOOD*3230 Not available to students registered in BSC.FOOD or BSC.FOOD:C majors.",91,,0,Department of Food Science,26,,0,,0,605
FOOD*3260,9,FOOD,4,3260,4,Industrial Microbiology,23,W,1,3,1,3,1,0.5,3,"The course will present microbiological and technological principles of the industrial application of microorganisms followed by specific examples. Lectures will cover the basics of metabolic pathways and how these can be manipulated through selection or genetic engineering to increase productivity. The main focus of the course will be in the production of alcoholic beverages but will also include production of biomass, solvents, amino acids and organic acids of direct relevance to the food industry. The laboratory component of the course will include wine production, beer brewing and dairy fermentations. Field trips to a commercial winery and brewery will also aid the learning experience. ",699,MICR*2420,9,,0,"FOOD*3270 Students must be of legal drinking age in the Province of Ontario. Restricted to students in BSCH.FOOD, FOOD:C, MICR or MICR:C majors",143,,0,Department of Food Science,26,,0,,0,923
FOOD*3270,9,FOOD,4,3270,4,Industrial Microbiology,23,W,1,3,1,0,1,0.5,3,"The course will present microbiological and technological principles of the industrial application of microorganisms followed by specific examples. Lectures will cover the basics of metabolic pathways and how these can be manipulated through selection or genetic engineering to increase productivity. The main focus of the course will be in the production of alcoholic beverages but will also include production of biomass, solvents, amino acids and organic acids of direct relevance to the food industry. Field trips to a commercial winery and brewery will also aid the learning experience. This course is the same as FOOD*3260, without the laboratory component. ",664,MICR*2420,9,,0,FOOD*3260 Students must be of legal drinking age in the Province of Ontario. Not available to students registered in BSC.FOOD or BSC.FOOD:C majors.,147,,0,Department of Food Science,26,,0,,0,892
FOOD*3430,9,FOOD,4,3430,4,Introduction to Food Analysis,29,F,1,3,1,0,1,0.5,3,"This course offers an introduction to quantitative analysis of foods by chemical, physical and instrumental means. Determination of both major and minor constituents of foods are discussed. ",190,FOOD*2400,9,,0,FOOD*4190,9,,0,Department of Food Science,26,Offered through Distance Education format only.,47,,0,333
FOOD*3700,9,FOOD,4,3700,4,Sensory Evaluation of Foods,27,W,1,3,1,3,1,0.5,3,"This course is an introduction to sensory science. Students will gain an understanding of the factors contributing to sensory perception of foods. Sensory methodology and statistical tools for evaluation of all sensory aspects of food will be provided and all students will gain hands-on experience with implementation, statistical analysis and interpretation of sensory data. Consumer sensory testing methods will also be discussed. ",434,"(FOOD*2150 or HTM*2700), (1 of STAT*2040, STAT*2060, STAT*2080)",63,,0,"This is a Priority Access Course. Registration may be restricted to students in BSCH.FOOD, BSCH.FOOD:C, BBRM.FIM, BBRM.FIM:C, BCOM.HTM, BCOM.HTM:C or BASC.AHN",158,,0,Department of Food Science,26,,0,,0,731
FOOD*4020,9,FOOD,4,4020,4,Quality Management in the Food Industry,39,W,1,4,1,0,1,0.5,3,"Quality management is a business philosophy that focuses on maximizing customer satisfaction by ensuring the provision of products or services that consistently meet or exceed customer expectations. In this course, the student will come to understand the various definitions of quality as well as various quality management systems that are relevant to the food industry. The student will also gain an understanding of the crucial role of continuous improvement and monitoring customer satisfaction within the food industry. This course uses traditional lectures by the instructor and by guests from organizations that produce, ship, sell or regulate food products. ",666,"FARE*3310, FOOD*3170",20,,0,,0,,0,Department of Food Science,26,First offering - Winter 2022,28,,0,802
FOOD*4070,9,FOOD,4,4070,4,Food Packaging,14,F,1,3,1,0,1,0.5,3,"Functions of packaging in food preservation systems will be examined using a review of current packaging materials, their properties, production methods and applications for specific products. Additional topics include regulatory, environmental and marketplace influences on food packaging choices. ",299,7.00 credits in science or engineering,38,,0,,0,,0,Department of Food Science,26,,0,,0,400
FOOD*4090,9,FOOD,4,4090,4,Functional Foods and Nutraceuticals,35,W,1,3,1,0,1,0.5,3,"The course examines the relation of functional foods and nutraceuticals (FFN) to food and drugs. The safety and efficacy of individual FFN products, and the regulatory issues that influence the development and commercialization of FFN in global markets are emphasized. Also listed as NUTR*4090. ",295,NUTR*3210,9,,0,,0,NUTR*4090,9,"Department of Food Science, Department of Human Health and Nutritional",70,,0,,0,441
FOOD*4110,9,FOOD,4,4110,4,Meat and Poultry Processing,27,W,1,2,1,3,1,0.5,3,"The course focuses on the principles and techniques employed by the meat industry in the production of raw and semi/fully cooked products. Lectures include a study of muscle structure and its relation to meat quality, the physical properties of meat proteins, lipids and flavour compounds important in meat processing. Practical applications of processing techniques (including producing different products in lab) packaging and merchandizing are emphasized in the laboratory. Other sources of animal proteins, such as eggs, are also covered. Emphasis is put on learning how various food science principles (e.g. emulsification, preservation, HACCP) are used to optimize meat products' quality and safety. ",706,"1 of ANSC*2340, FOOD*3090, FOOD*3140, FOOD*3160",47,,0,,0,,0,Department of Food Science,26,,0,,0,829
